iter,epoch,source,target,model,optimizer,batch_size,lr,train_acc,val_acc,test_acc,train_loss,val_loss,test_loss
6820,54,Product,Clipart,Baseline,SGD,36,0.001,0.9723,0.0000,0.3288,0.1049,0.0000,3.7459
6944,55,Product,Clipart,Baseline,SGD,36,0.001,0.9709,0.0000,0.3198,0.1104,0.0000,3.8103
7068,56,Product,Clipart,Baseline,SGD,36,0.001,0.9705,0.0000,0.3276,0.1089,0.0000,3.8063
7192,57,Product,Clipart,Baseline,SGD,36,0.001,0.9667,0.0000,0.3322,0.1202,0.0000,3.7488
7316,58,Product,Clipart,Baseline,SGD,36,0.001,0.9766,0.0000,0.3313,0.0907,0.0000,3.7184
7440,59,Product,Clipart,Baseline,SGD,36,0.001,0.9698,0.0000,0.3333,0.1134,0.0000,3.7612
7564,60,Product,Clipart,Baseline,SGD,36,0.001,0.9707,0.0000,0.3271,0.1058,0.0000,3.7617
7688,61,Product,Clipart,Baseline,SGD,36,0.001,0.9691,0.0000,0.3233,0.1077,0.0000,3.7410
7812,62,Product,Clipart,Baseline,SGD,36,0.001,0.9725,0.0000,0.3283,0.0978,0.0000,3.7704
7936,63,Product,Clipart,Baseline,SGD,36,0.001,0.9714,0.0000,0.3411,0.1016,0.0000,3.6525
8060,64,Product,Clipart,Baseline,SGD,36,0.001,0.9709,0.0000,0.3246,0.1086,0.0000,3.7809
8184,65,Product,Clipart,Baseline,SGD,36,0.001,0.9752,0.0000,0.3267,0.0972,0.0000,3.7675
8308,66,Product,Clipart,Baseline,SGD,36,0.001,0.9752,0.0000,0.3333,0.0848,0.0000,3.6764
8432,67,Product,Clipart,Baseline,SGD,36,0.001,0.9748,0.0000,0.3290,0.0999,0.0000,3.6941
8556,68,Product,Clipart,Baseline,SGD,36,0.001,0.9797,0.0000,0.3255,0.0856,0.0000,3.7268
8680,69,Product,Clipart,Baseline,SGD,36,0.001,0.9748,0.0000,0.3297,0.0954,0.0000,3.6843
8804,70,Product,Clipart,Baseline,SGD,36,0.001,0.9716,0.0000,0.3308,0.1034,0.0000,3.6935
8928,71,Product,Clipart,Baseline,SGD,36,0.001,0.9772,0.0000,0.3425,0.0857,0.0000,3.5724
9052,72,Product,Clipart,Baseline,SGD,36,0.001,0.9712,0.0000,0.3306,0.1029,0.0000,3.7220
9176,73,Product,Clipart,Baseline,SGD,36,0.001,0.9700,0.0000,0.3242,0.1099,0.0000,3.7699
9300,74,Product,Clipart,Baseline,SGD,36,0.001,0.9714,0.0000,0.3377,0.1086,0.0000,3.6406
9424,75,Product,Clipart,Baseline,SGD,36,0.001,0.9716,0.0000,0.3304,0.1034,0.0000,3.6451
9548,76,Product,Clipart,Baseline,SGD,36,0.001,0.9745,0.0000,0.3249,0.1000,0.0000,3.6521
9672,77,Product,Clipart,Baseline,SGD,36,0.001,0.9757,0.0000,0.3145,0.0901,0.0000,3.8585
9796,78,Product,Clipart,Baseline,SGD,36,0.001,0.9784,0.0000,0.3219,0.0839,0.0000,3.7181
9920,79,Product,Clipart,Baseline,SGD,36,0.001,0.9725,0.0000,0.3281,0.1090,0.0000,3.6844
10044,80,Product,Clipart,Baseline,SGD,36,0.001,0.9763,0.0000,0.3324,0.0879,0.0000,3.6277
