iter,epoch,source,target,model,optimizer,batch_size,lr,train_acc,val_acc,test_acc,train_loss,val_loss,test_loss
6832,55,Real World,Product,Baseline,SGD,36,0.001,0.9608,0.0000,0.7436,0.1395,0.0000,1.1221
6954,56,Real World,Product,Baseline,SGD,36,0.001,0.9546,0.0000,0.7439,0.1537,0.0000,1.1108
7076,57,Real World,Product,Baseline,SGD,36,0.001,0.9546,0.0000,0.7459,0.1614,0.0000,1.0812
7198,58,Real World,Product,Baseline,SGD,36,0.001,0.9559,0.0000,0.7486,0.1578,0.0000,1.0644
7320,59,Real World,Product,Baseline,SGD,36,0.001,0.9534,0.0000,0.7466,0.1576,0.0000,1.0927
7442,60,Real World,Product,Baseline,SGD,36,0.001,0.9484,0.0000,0.7349,0.1720,0.0000,1.1615
7564,61,Real World,Product,Baseline,SGD,36,0.001,0.9559,0.0000,0.7450,0.1537,0.0000,1.1035
7686,62,Real World,Product,Baseline,SGD,36,0.001,0.9566,0.0000,0.7448,0.1580,0.0000,1.0807
7808,63,Real World,Product,Baseline,SGD,36,0.001,0.9626,0.0000,0.7508,0.1369,0.0000,1.0827
7930,64,Real World,Product,Baseline,SGD,36,0.001,0.9601,0.0000,0.7441,0.1442,0.0000,1.0428
8052,65,Real World,Product,Baseline,SGD,36,0.001,0.9557,0.0000,0.7418,0.1579,0.0000,1.0959
8174,66,Real World,Product,Baseline,SGD,36,0.001,0.9614,0.0000,0.7376,0.1314,0.0000,1.1865
8296,67,Real World,Product,Baseline,SGD,36,0.001,0.9566,0.0000,0.7472,0.1487,0.0000,1.0905
8418,68,Real World,Product,Baseline,SGD,36,0.001,0.9608,0.0000,0.7452,0.1383,0.0000,1.0911
8540,69,Real World,Product,Baseline,SGD,36,0.001,0.9628,0.0000,0.7445,0.1389,0.0000,1.0992
8662,70,Real World,Product,Baseline,SGD,36,0.001,0.9580,0.0000,0.7385,0.1457,0.0000,1.0955
8784,71,Real World,Product,Baseline,SGD,36,0.001,0.9619,0.0000,0.7367,0.1320,0.0000,1.1239
8906,72,Real World,Product,Baseline,SGD,36,0.001,0.9575,0.0000,0.7432,0.1462,0.0000,1.0986
9028,73,Real World,Product,Baseline,SGD,36,0.001,0.9598,0.0000,0.7513,0.1445,0.0000,1.0583
9150,74,Real World,Product,Baseline,SGD,36,0.001,0.9585,0.0000,0.7416,0.1553,0.0000,1.0651
9272,75,Real World,Product,Baseline,SGD,36,0.001,0.9598,0.0000,0.7414,0.1360,0.0000,1.0662
9394,76,Real World,Product,Baseline,SGD,36,0.001,0.9587,0.0000,0.7452,0.1461,0.0000,1.0515
9516,77,Real World,Product,Baseline,SGD,36,0.001,0.9603,0.0000,0.7391,0.1329,0.0000,1.0788
9638,78,Real World,Product,Baseline,SGD,36,0.001,0.9656,0.0000,0.7376,0.1281,0.0000,1.1255
9760,79,Real World,Product,Baseline,SGD,36,0.001,0.9633,0.0000,0.7385,0.1300,0.0000,1.0985
9882,80,Real World,Product,Baseline,SGD,36,0.001,0.9614,0.0000,0.7358,0.1315,0.0000,1.1399
10004,81,Real World,Product,Baseline,SGD,36,0.001,0.9598,0.0000,0.7409,0.1436,0.0000,1.0819
