iter,epoch,source,target,model,optimizer,batch_size,lr,train_acc,val_acc,test_acc,train_loss,val_loss,test_loss
8374,105,Amazon,Webcam,Baseline,SGD,36,0.001,0.9815,0.0000,0.6579,0.0726,0.0000,1.4289
8532,107,Amazon,Webcam,Baseline,SGD,36,0.001,0.9787,0.0000,0.6541,0.0755,0.0000,1.5902
8690,109,Amazon,Webcam,Baseline,SGD,36,0.001,0.9815,0.0000,0.6692,0.0765,0.0000,1.4934
8848,111,Amazon,Webcam,Baseline,SGD,36,0.001,0.9787,0.0000,0.6730,0.0809,0.0000,1.4029
9006,113,Amazon,Webcam,Baseline,SGD,36,0.001,0.9847,0.0000,0.6541,0.0614,0.0000,1.5503
9164,115,Amazon,Webcam,Baseline,SGD,36,0.001,0.9762,0.0000,0.6503,0.0862,0.0000,1.6067
9322,117,Amazon,Webcam,Baseline,SGD,36,0.001,0.9876,0.0000,0.6604,0.0521,0.0000,1.4483
9480,119,Amazon,Webcam,Baseline,SGD,36,0.001,0.9776,0.0000,0.6528,0.0755,0.0000,1.5240
9638,121,Amazon,Webcam,Baseline,SGD,36,0.001,0.9787,0.0000,0.6516,0.0687,0.0000,1.5864
9796,123,Amazon,Webcam,Baseline,SGD,36,0.001,0.9755,0.0000,0.6314,0.0808,0.0000,1.6558
9954,125,Amazon,Webcam,Baseline,SGD,36,0.001,0.9815,0.0000,0.6679,0.0688,0.0000,1.4225
