iter,epoch,source,target,model,optimizer,batch_size,lr,train_acc,val_acc,test_acc,train_loss,val_loss,test_loss
6528,95,Art,Clipart,Baseline,SGD,36,0.001,0.9716,0.0000,0.3869,0.1106,0.0000,3.4176
6664,97,Art,Clipart,Baseline,SGD,36,0.001,0.9728,0.0000,0.3849,0.0979,0.0000,3.4923
6800,99,Art,Clipart,Baseline,SGD,36,0.001,0.9724,0.0000,0.3707,0.1059,0.0000,3.5626
6936,101,Art,Clipart,Baseline,SGD,36,0.001,0.9761,0.0000,0.3819,0.0996,0.0000,3.4572
7072,103,Art,Clipart,Baseline,SGD,36,0.001,0.9658,0.0000,0.3918,0.1256,0.0000,3.3021
7208,105,Art,Clipart,Baseline,SGD,36,0.001,0.9732,0.0000,0.3812,0.1068,0.0000,3.4508
7344,107,Art,Clipart,Baseline,SGD,36,0.001,0.9757,0.0000,0.3851,0.1022,0.0000,3.3828
7480,109,Art,Clipart,Baseline,SGD,36,0.001,0.9707,0.0000,0.3830,0.1130,0.0000,3.3420
7616,111,Art,Clipart,Baseline,SGD,36,0.001,0.9703,0.0000,0.3780,0.1052,0.0000,3.3750
7752,113,Art,Clipart,Baseline,SGD,36,0.001,0.9691,0.0000,0.3780,0.1069,0.0000,3.4667
7888,115,Art,Clipart,Baseline,SGD,36,0.001,0.9761,0.0000,0.3814,0.0916,0.0000,3.3717
8024,117,Art,Clipart,Baseline,SGD,36,0.001,0.9745,0.0000,0.3856,0.1016,0.0000,3.4779
8160,119,Art,Clipart,Baseline,SGD,36,0.001,0.9716,0.0000,0.3794,0.1030,0.0000,3.5440
8296,121,Art,Clipart,Baseline,SGD,36,0.001,0.9736,0.0000,0.3757,0.1030,0.0000,3.4832
8432,123,Art,Clipart,Baseline,SGD,36,0.001,0.9732,0.0000,0.3830,0.1020,0.0000,3.4394
8568,125,Art,Clipart,Baseline,SGD,36,0.001,0.9691,0.0000,0.3828,0.1036,0.0000,3.3830
8704,127,Art,Clipart,Baseline,SGD,36,0.001,0.9691,0.0000,0.3775,0.1201,0.0000,3.3968
8840,129,Art,Clipart,Baseline,SGD,36,0.001,0.9794,0.0000,0.3764,0.0837,0.0000,3.4874
8976,131,Art,Clipart,Baseline,SGD,36,0.001,0.9782,0.0000,0.3711,0.0830,0.0000,3.4721
9112,133,Art,Clipart,Baseline,SGD,36,0.001,0.9736,0.0000,0.3725,0.1059,0.0000,3.4582
9248,135,Art,Clipart,Baseline,SGD,36,0.001,0.9740,0.0000,0.3787,0.0987,0.0000,3.3783
9384,137,Art,Clipart,Baseline,SGD,36,0.001,0.9724,0.0000,0.3723,0.0976,0.0000,3.4921
9520,139,Art,Clipart,Baseline,SGD,36,0.001,0.9707,0.0000,0.3759,0.1005,0.0000,3.4570
9656,141,Art,Clipart,Baseline,SGD,36,0.001,0.9773,0.0000,0.3769,0.0922,0.0000,3.3707
9792,143,Art,Clipart,Baseline,SGD,36,0.001,0.9769,0.0000,0.3716,0.0894,0.0000,3.3705
9928,145,Art,Clipart,Baseline,SGD,36,0.001,0.9761,0.0000,0.3702,0.0883,0.0000,3.4275
10064,147,Art,Clipart,Baseline,SGD,36,0.001,0.9778,0.0000,0.3698,0.0860,0.0000,3.4612
