iter,epoch,source,target,model,optimizer,batch_size,lr,train_acc,val_acc,test_acc,train_loss,val_loss,test_loss
5290,229,Webcam,Dslr,Baseline,SGD,36,0.001,0.9962,0.0000,0.9880,0.0129,0.0000,0.0356
5405,234,Webcam,Dslr,Baseline,SGD,36,0.001,0.9937,0.0000,0.9920,0.0239,0.0000,0.0312
5520,239,Webcam,Dslr,Baseline,SGD,36,0.001,0.9912,0.0000,0.9940,0.0347,0.0000,0.0273
5635,244,Webcam,Dslr,Baseline,SGD,36,0.001,0.9887,0.0000,0.9900,0.0406,0.0000,0.0399
5750,249,Webcam,Dslr,Baseline,SGD,36,0.001,0.9887,0.0000,0.9920,0.0396,0.0000,0.0257
5865,254,Webcam,Dslr,Baseline,SGD,36,0.001,0.9899,0.0000,0.9920,0.0286,0.0000,0.0230
5980,259,Webcam,Dslr,Baseline,SGD,36,0.001,0.9925,0.0000,0.9900,0.0241,0.0000,0.0308
6095,264,Webcam,Dslr,Baseline,SGD,36,0.001,0.9899,0.0000,0.9960,0.0384,0.0000,0.0209
6210,269,Webcam,Dslr,Baseline,SGD,36,0.001,0.9937,0.0000,0.9960,0.0289,0.0000,0.0172
6325,274,Webcam,Dslr,Baseline,SGD,36,0.001,0.9912,0.0000,0.9960,0.0274,0.0000,0.0147
6440,279,Webcam,Dslr,Baseline,SGD,36,0.001,0.9899,0.0000,0.9920,0.0260,0.0000,0.0167
6555,284,Webcam,Dslr,Baseline,SGD,36,0.001,0.9950,0.0000,0.9940,0.0177,0.0000,0.0258
6670,289,Webcam,Dslr,Baseline,SGD,36,0.001,0.9950,0.0000,0.9839,0.0215,0.0000,0.0426
6785,294,Webcam,Dslr,Baseline,SGD,36,0.001,0.9975,0.0000,0.9920,0.0133,0.0000,0.0279
6900,299,Webcam,Dslr,Baseline,SGD,36,0.001,0.9925,0.0000,0.9880,0.0311,0.0000,0.0403
7015,304,Webcam,Dslr,Baseline,SGD,36,0.001,0.9962,0.0000,0.9900,0.0242,0.0000,0.0361
7130,309,Webcam,Dslr,Baseline,SGD,36,0.001,0.9899,0.0000,0.9920,0.0320,0.0000,0.0294
7245,314,Webcam,Dslr,Baseline,SGD,36,0.001,0.9925,0.0000,0.9920,0.0305,0.0000,0.0236
7360,319,Webcam,Dslr,Baseline,SGD,36,0.001,0.9962,0.0000,0.9880,0.0215,0.0000,0.0317
7475,324,Webcam,Dslr,Baseline,SGD,36,0.001,0.9962,0.0000,0.9900,0.0154,0.0000,0.0320
7590,329,Webcam,Dslr,Baseline,SGD,36,0.001,0.9899,0.0000,0.9920,0.0265,0.0000,0.0227
7705,334,Webcam,Dslr,Baseline,SGD,36,0.001,0.9937,0.0000,0.9940,0.0203,0.0000,0.0234
7820,339,Webcam,Dslr,Baseline,SGD,36,0.001,0.9912,0.0000,0.9940,0.0242,0.0000,0.0193
7935,344,Webcam,Dslr,Baseline,SGD,36,0.001,0.9975,0.0000,0.9880,0.0157,0.0000,0.0337
8050,349,Webcam,Dslr,Baseline,SGD,36,0.001,0.9912,0.0000,0.9920,0.0302,0.0000,0.0304
8165,354,Webcam,Dslr,Baseline,SGD,36,0.001,0.9962,0.0000,0.9960,0.0252,0.0000,0.0220
8280,359,Webcam,Dslr,Baseline,SGD,36,0.001,0.9962,0.0000,0.9900,0.0195,0.0000,0.0238
8395,364,Webcam,Dslr,Baseline,SGD,36,0.001,0.9912,0.0000,0.9920,0.0211,0.0000,0.0214
8510,369,Webcam,Dslr,Baseline,SGD,36,0.001,0.9962,0.0000,0.9920,0.0205,0.0000,0.0175
8625,374,Webcam,Dslr,Baseline,SGD,36,0.001,0.9912,0.0000,0.9920,0.0248,0.0000,0.0169
8740,379,Webcam,Dslr,Baseline,SGD,36,0.001,0.9950,0.0000,0.9900,0.0188,0.0000,0.0274
8855,384,Webcam,Dslr,Baseline,SGD,36,0.001,0.9899,0.0000,0.9859,0.0354,0.0000,0.0277
8970,389,Webcam,Dslr,Baseline,SGD,36,0.001,0.9950,0.0000,0.9980,0.0206,0.0000,0.0136
9085,394,Webcam,Dslr,Baseline,SGD,36,0.001,0.9937,0.0000,0.9940,0.0214,0.0000,0.0208
9200,399,Webcam,Dslr,Baseline,SGD,36,0.001,0.9950,0.0000,0.9960,0.0190,0.0000,0.0193
9315,404,Webcam,Dslr,Baseline,SGD,36,0.001,0.9925,0.0000,0.9940,0.0262,0.0000,0.0178
9430,409,Webcam,Dslr,Baseline,SGD,36,0.001,0.9925,0.0000,0.9920,0.0270,0.0000,0.0203
9545,414,Webcam,Dslr,Baseline,SGD,36,0.001,0.9912,0.0000,0.9920,0.0283,0.0000,0.0220
9660,419,Webcam,Dslr,Baseline,SGD,36,0.001,0.9849,0.0000,0.9940,0.0367,0.0000,0.0153
9775,424,Webcam,Dslr,Baseline,SGD,36,0.001,0.9887,0.0000,0.9940,0.0329,0.0000,0.0126
9890,429,Webcam,Dslr,Baseline,SGD,36,0.001,0.9937,0.0000,0.9920,0.0222,0.0000,0.0241
10005,434,Webcam,Dslr,Baseline,SGD,36,0.001,0.9950,0.0000,0.9940,0.0203,0.0000,0.0209
