iter,epoch,source,target,model,optimizer,batch_size,lr,train_acc,val_acc,test_acc,train_loss,val_loss,test_loss
6588,53,Clipart,Real World,Baseline,SGD,36,0.001,0.9200,0.0000,0.5563,0.2740,0.0000,1.9222
6710,54,Clipart,Real World,Baseline,SGD,36,0.001,0.9242,0.0000,0.5681,0.2707,0.0000,1.9024
6832,55,Clipart,Real World,Baseline,SGD,36,0.001,0.9269,0.0000,0.5713,0.2435,0.0000,1.8780
6954,56,Clipart,Real World,Baseline,SGD,36,0.001,0.9288,0.0000,0.5763,0.2426,0.0000,1.8662
7076,57,Clipart,Real World,Baseline,SGD,36,0.001,0.9265,0.0000,0.5681,0.2586,0.0000,1.8990
7198,58,Clipart,Real World,Baseline,SGD,36,0.001,0.9294,0.0000,0.5669,0.2536,0.0000,1.9303
7320,59,Clipart,Real World,Baseline,SGD,36,0.001,0.9308,0.0000,0.5678,0.2381,0.0000,1.9060
7442,60,Clipart,Real World,Baseline,SGD,36,0.001,0.9290,0.0000,0.5570,0.2451,0.0000,1.9211
7564,61,Clipart,Real World,Baseline,SGD,36,0.001,0.9342,0.0000,0.5692,0.2487,0.0000,1.8871
7686,62,Clipart,Real World,Baseline,SGD,36,0.001,0.9253,0.0000,0.5616,0.2486,0.0000,1.9305
7808,63,Clipart,Real World,Baseline,SGD,36,0.001,0.9304,0.0000,0.5520,0.2404,0.0000,2.0168
7930,64,Clipart,Real World,Baseline,SGD,36,0.001,0.9274,0.0000,0.5612,0.2427,0.0000,1.9454
8052,65,Clipart,Real World,Baseline,SGD,36,0.001,0.9375,0.0000,0.5600,0.2234,0.0000,1.9669
8174,66,Clipart,Real World,Baseline,SGD,36,0.001,0.9292,0.0000,0.5708,0.2467,0.0000,1.8894
8296,67,Clipart,Real World,Baseline,SGD,36,0.001,0.9285,0.0000,0.5653,0.2457,0.0000,1.8979
8418,68,Clipart,Real World,Baseline,SGD,36,0.001,0.9288,0.0000,0.5660,0.2451,0.0000,1.9167
8540,69,Clipart,Real World,Baseline,SGD,36,0.001,0.9336,0.0000,0.5662,0.2186,0.0000,1.8838
8662,70,Clipart,Real World,Baseline,SGD,36,0.001,0.9354,0.0000,0.5759,0.2348,0.0000,1.8715
8784,71,Clipart,Real World,Baseline,SGD,36,0.001,0.9386,0.0000,0.5791,0.2229,0.0000,1.8548
8906,72,Clipart,Real World,Baseline,SGD,36,0.001,0.9336,0.0000,0.5669,0.2332,0.0000,1.9000
9028,73,Clipart,Real World,Baseline,SGD,36,0.001,0.9299,0.0000,0.5701,0.2455,0.0000,1.8658
9150,74,Clipart,Real World,Baseline,SGD,36,0.001,0.9356,0.0000,0.5678,0.2338,0.0000,1.8714
9272,75,Clipart,Real World,Baseline,SGD,36,0.001,0.9379,0.0000,0.5676,0.2223,0.0000,1.9037
9394,76,Clipart,Real World,Baseline,SGD,36,0.001,0.9370,0.0000,0.5669,0.2126,0.0000,1.8983
9516,77,Clipart,Real World,Baseline,SGD,36,0.001,0.9313,0.0000,0.5630,0.2327,0.0000,1.9157
9638,78,Clipart,Real World,Baseline,SGD,36,0.001,0.9370,0.0000,0.5717,0.2208,0.0000,1.8939
9760,79,Clipart,Real World,Baseline,SGD,36,0.001,0.9354,0.0000,0.5635,0.2152,0.0000,1.9160
9882,80,Clipart,Real World,Baseline,SGD,36,0.001,0.9368,0.0000,0.5722,0.2224,0.0000,1.8627
10004,81,Clipart,Real World,Baseline,SGD,36,0.001,0.9388,0.0000,0.5756,0.2127,0.0000,1.8437
